Time,0,1,2
0.0,0.10562816400860715,0.16292850330538666,0.12742262682193187
0.1,0.11160379723840368,0.17701762599161555,0.13530254891459692
0.2,0.11795307391944436,0.1923844531173766,0.14366928427419984
0.30000000000000004,0.12470403544587895,0.20915892543929138,0.15255342616221781
0.4,0.13188723462994384,0.22748677550824534,0.16198725094169308
0.5,0.13953502299392645,0.24752493304042647,0.1720042906680044
0.6000000000000001,0.14768404334088867,0.26945738664128693,0.18264101332792393
0.7000000000000001,0.15637338232483877,0.2934848705914968,0.19393537053766113
0.8,0.16564660529503097,0.3198382337076585,0.2059281170572138
0.9,0.17555214589256377,0.3487839937665264,0.21866271982305885
1.0,0.18614173150772997,0.3806130091582986,0.23218447417712745
1.1,0.1974751594274313,0.4156794867421839,0.2465428148252609
1.2000000000000002,0.20961548726470655,0.4543658581832802,0.2617886693093637
1.3,0.2226356121161968,0.49713872487428773,0.2779775424568465
1.4000000000000001,0.23661506205866076,0.5445309878495129,0.2951675374238129
1.5,0.2516420661081683,0.5971595502161442,0.3134203314499779
1.6,0.26781770778571834,0.6557792696674474,0.3328023316706086
1.7000000000000002,0.28524991938959365,0.7212249697026372,0.3533822911254617
1.8,0.3040672070887715,0.7945896133883648,0.3752354776576726
1.9000000000000001,0.3244070469640081,0.8771033397740341,0.39843958541361807
2.0,0.34642968870702434,0.9703289129996098,0.4230787522609583
2.1,0.3703158956929248,1.0762112789335163,0.4492418576923174
2.2,0.396264874302702,1.197036337060251,0.4770221768012194
2.3000000000000003,0.4245108227490129,1.3359145314472483,0.5065199704111846
2.4000000000000004,0.4553193674131091,1.4967261571567052,0.537841760868504
2.5,0.48899445570362887,1.684569004711499,0.5711004058730381
2.6,0.5258863550167042,1.906350787085412,0.6064156692374911
2.7,0.5663985513630315,2.1714036208170424,0.6439147367518381
2.8000000000000003,0.610998990343188,2.4928894506506922,0.683732654887193
2.9000000000000004,0.6602331728596245,2.890119518965709,0.7260128083443823
3.0,0.7147350571886849,3.3922592494905333,0.7709070670889547
3.1,0.7752557940744228,4.0460356082828675,0.8185773948873742
3.2,0.8426804401280068,4.93147626257284,0.8691955194085061
3.3000000000000003,0.9180572857507412,6.194505120324195,0.9229436598623658
3.4000000000000004,1.0026395808784614,8.144337334116386,0.9800153336948898
3.5,1.097934019803008,11.544584940494156,1.040616123574774
3.6,1.2057618644103123,18.992668990894405,1.1049642366000358
3.7,1.3283431746627068,48.42680269513077,1.1732914107873422
3.8000000000000003,0.0,0.0,0.0
3.9000000000000004,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.1000000000000005,0.0,0.0,0.0
4.2,0.0,0.0,0.0
4.3,0.0,0.0,0.0
4.4,0.0,0.0,0.0
4.5,0.0,0.0,0.0
4.6000000000000005,0.0,0.0,0.0
4.7,0.0,0.0,0.0
4.800000000000001,0.0,0.0,0.0
4.9,0.0,0.0,0.0
5.0,0.0,0.0,0.0
5.1000000000000005,0.0,0.0,0.0
5.2,0.0,0.0,0.0
5.300000000000001,0.0,0.0,0.0
5.4,0.0,0.0,0.0
5.5,0.0,0.0,0.0
5.6000000000000005,0.0,0.0,0.0
5.7,0.0,0.0,0.0
5.800000000000001,0.0,0.0,0.0
5.9,0.0,0.0,0.0
6.0,0.0,0.0,0.0
6.1000000000000005,0.0,0.0,0.0
6.2,0.0,0.0,0.0
6.300000000000001,0.0,0.0,0.0
6.4,0.0,0.0,0.0
6.5,0.0,0.0,0.0
